orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.100000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10593,LEHMS,7,1997-07-09,1997-08-06,1997-08-13,2,174.200000000000000000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10594,OLDWO,3,1997-07-09,1997-08-06,1997-07-16,2,5.240000000000000000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,ERNSH,2,1997-07-10,1997-08-07,1997-07-14,1,96.780000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10596,WHITC,8,1997-07-11,1997-08-08,1997-08-12,1,16.340000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,PICCO,7,1997-07-11,1997-08-08,1997-07-18,3,35.120000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10598,RATTC,1,1997-07-14,1997-08-11,1997-07-18,3,44.420000000000000000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,BSBEV,6,1997-07-15,1997-08-26,1997-07-21,3,29.980000000000000000,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10600,HUNGC,4,1997-07-16,1997-08-13,1997-07-21,1,45.130000000000000000,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,7,1997-07-16,1997-08-27,1997-07-22,1,58.300000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,VAFFE,8,1997-07-17,1997-08-14,1997-07-22,2,2.920000000000000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10603,SAVEA,8,1997-07-18,1997-08-15,1997-08-08,2,48.770000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,1,1997-07-18,1997-08-15,1997-07-29,1,7.460000000000000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10605,MEREP,1,1997-07-21,1997-08-18,1997-07-29,2,379.130000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10606,TRADH,4,1997-07-22,1997-08-19,1997-07-31,3,79.400000000000000000,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,5,1997-07-22,1997-08-19,1997-07-25,1,200.240000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,4,1997-07-23,1997-08-20,1997-08-01,2,27.790000000000000000,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10609,DUMON,7,1997-07-24,1997-08-21,1997-07-30,2,1.850000000000000000,Du monde entier,67 rue des Cinquante Otages,Nantes,,44000,France
10610,LAMAI,8,1997-07-25,1997-08-22,1997-08-06,1,26.780000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10611,WOLZA,6,1997-07-25,1997-08-22,1997-08-01,2,80.650000000000000000,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10612,SAVEA,1,1997-07-28,1997-08-25,1997-08-01,2,544.080000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,1997-07-29,1997-08-26,1997-08-01,2,8.110000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,BLAUS,8,1997-07-29,1997-08-26,1997-08-01,3,1.930000000000000000,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10615,WILMK,2,1997-07-30,1997-08-27,1997-08-06,3,0.750000000000000000,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10616,GREAL,1,1997-07-31,1997-08-28,1997-08-05,2,116.530000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,1997-07-31,1997-08-28,1997-08-04,2,18.530000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,1,1997-08-01,1997-09-12,1997-08-08,1,154.680000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10619,MEREP,3,1997-08-04,1997-09-01,1997-08-07,3,91.050000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,LAUGB,2,1997-08-05,1997-09-02,1997-08-14,3,0.940000000000000000,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,4,1997-08-05,1997-09-02,1997-08-11,2,23.730000000000000000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,1997-08-06,1997-09-03,1997-08-11,3,50.970000000000000000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,1997-08-07,1997-09-04,1997-08-12,2,97.180000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10624,THECR,4,1997-08-07,1997-09-04,1997-08-19,2,94.800000000000000000,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,3,1997-08-08,1997-09-05,1997-08-14,1,43.900000000000000000,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10626,BERGS,1,1997-08-11,1997-09-08,1997-08-20,2,138.690000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10627,SAVEA,8,1997-08-11,1997-09-22,1997-08-21,3,107.460000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,4,1997-08-12,1997-09-09,1997-08-20,3,30.360000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10629,GODOS,4,1997-08-12,1997-09-09,1997-08-20,3,85.460000000000000000,Godos Cocina Típica,C/ Romero 33,Sevilla,,41101,Spain
10630,KOENE,1,1997-08-13,1997-09-10,1997-08-19,2,32.350000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10631,LAMAI,8,1997-08-14,1997-09-11,1997-08-15,1,0.870000000000000000,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10632,WANDK,8,1997-08-14,1997-09-11,1997-08-19,1,41.380000000000000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10633,ERNSH,7,1997-08-15,1997-09-12,1997-08-18,3,477.900000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,FOLIG,4,1997-08-15,1997-09-12,1997-08-21,3,487.380000000000000000,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France
10635,MAGAA,8,1997-08-18,1997-09-15,1997-08-21,3,47.460000000000000000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10636,WARTH,4,1997-08-19,1997-09-16,1997-08-26,1,1.150000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10637,QUEEN,6,1997-08-19,1997-09-16,1997-08-26,1,201.290000000000000000,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10638,LINOD,3,1997-08-20,1997-09-17,1997-09-01,1,158.440000000000000000,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,7,1997-08-20,1997-09-17,1997-08-27,3,38.640000000000000000,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10640,WANDK,4,1997-08-21,1997-09-18,1997-08-28,1,23.550000000000000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10641,HILAA,4,1997-08-22,1997-09-19,1997-08-26,2,179.610000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10642,SIMOB,7,1997-08-22,1997-09-19,1997-09-05,3,41.890000000000000000,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10643,ALFKI,6,1997-08-25,1997-09-22,1997-09-02,1,29.460000000000000000,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10644,WELLI,3,1997-08-25,1997-09-22,1997-09-01,2,0.140000000000000000,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10645,HANAR,4,1997-08-26,1997-09-23,1997-09-02,1,12.410000000000000000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,9,1997-08-27,1997-10-08,1997-09-03,3,142.330000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10647,QUEDE,4,1997-08-27,1997-09-10,1997-09-03,2,45.540000000000000000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,5,1997-08-28,1997-10-09,1997-09-09,2,14.250000000000000000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3,6.200000000000000000,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3,176.810000000000000000,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2,20.600000000000000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2,7.140000000000000000,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1,93.250000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1,55.260000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10655,REGGC,1,1997-09-03,1997-10-01,1997-09-11,2,4.410000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1,57.150000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2,352.690000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1,364.150000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2,105.810000000000000000,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1,111.290000000000000000,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3,17.550000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2,1.280000000000000000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2,113.150000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3,1.270000000000000000,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2,26.310000000000000000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2,232.420000000000000000,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1,78.090000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2,47.220000000000000000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1,24.390000000000000000,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1,203.480000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1,30.340000000000000000,France restauration,54 rue Royale,Nantes,,44000,France
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2,95.750000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1,22.760000000000000000,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10674,ISLAT,4,1997-09-18,1997-10-16,1997-09-30,2,0.900000000000000000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2,31.850000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2,2.010000000000000000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3,4.030000000000000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3,388.980000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10679,BLONP,8,1997-09-23,1997-10-21,1997-09-30,3,27.940000000000000000,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1,26.610000000000000000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3,76.130000000000000000,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2,36.130000000000000000,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10683,DUMON,2,1997-09-26,1997-10-24,1997-10-01,1,4.400000000000000000,Du monde entier,67 rue des Cinquante Otages,Nantes,,44000,France
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1,145.630000000000000000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2,33.750000000000000000,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1,96.500000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2,296.430000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2,299.090000000000000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10689,BERGS,1,1997-10-01,1997-10-29,1997-10-07,2,13.420000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1,15.800000000000000000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2,810.050000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10692,ALFKI,4,1997-10-03,1997-10-31,1997-10-13,2,61.020000000000000000,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3,139.340000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10694,QUICK,8,1997-10-06,1997-11-03,1997-10-09,3,398.360000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10695,WILMK,7,1997-10-07,1997-11-18,1997-10-14,1,16.720000000000000000,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10696,WHITC,8,1997-10-08,1997-11-19,1997-10-14,3,102.550000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10697,LINOD,3,1997-10-08,1997-11-05,1997-10-14,1,45.520000000000000000,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10698,ERNSH,4,1997-10-09,1997-11-06,1997-10-17,1,272.470000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10699,MORGK,3,1997-10-09,1997-11-06,1997-10-13,3,0.580000000000000000,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10700,SAVEA,3,1997-10-10,1997-11-07,1997-10-16,1,65.100000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10701,HUNGO,6,1997-10-13,1997-10-27,1997-10-15,3,220.310000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10702,ALFKI,4,1997-10-13,1997-11-24,1997-10-21,1,23.940000000000000000,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany
10703,FOLKO,6,1997-10-14,1997-11-11,1997-10-20,2,152.300000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10704,QUEEN,6,1997-10-14,1997-11-11,1997-11-07,1,4.780000000000000000,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10705,HILAA,9,1997-10-15,1997-11-12,1997-11-18,2,3.520000000000000000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10706,OLDWO,8,1997-10-16,1997-11-13,1997-10-21,3,135.630000000000000000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10707,AROUT,4,1997-10-16,1997-10-30,1997-10-23,3,21.740000000000000000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10708,THEBI,6,1997-10-17,1997-11-28,1997-11-05,2,2.960000000000000000,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10709,GOURL,1,1997-10-17,1997-11-14,1997-11-20,3,210.800000000000000000,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10710,FRANS,1,1997-10-20,1997-11-17,1997-10-23,1,4.980000000000000000,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10711,SAVEA,5,1997-10-21,1997-12-02,1997-10-29,2,52.410000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10712,HUNGO,3,1997-10-21,1997-11-18,1997-10-31,1,89.930000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10713,SAVEA,1,1997-10-22,1997-11-19,1997-10-24,1,167.050000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10714,SAVEA,5,1997-10-22,1997-11-19,1997-10-27,3,24.490000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10715,BONAP,3,1997-10-23,1997-11-06,1997-10-29,1,63.200000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10716,RANCH,4,1997-10-24,1997-11-21,1997-10-27,2,22.570000000000000000,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10717,FRANK,1,1997-10-24,1997-11-21,1997-10-29,2,59.250000000000000000,Frankenversand,Berliner Platz 43,München,,80805,Germany
10718,KOENE,1,1997-10-27,1997-11-24,1997-10-29,3,170.880000000000000000,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10719,LETSS,8,1997-10-27,1997-11-24,1997-11-05,2,51.440000000000000000,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10720,QUEDE,8,1997-10-28,1997-11-11,1997-11-05,2,9.530000000000000000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10721,QUICK,5,1997-10-29,1997-11-26,1997-10-31,3,48.920000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10722,SAVEA,8,1997-10-29,1997-12-10,1997-11-04,1,74.580000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10723,WHITC,3,1997-10-30,1997-11-27,1997-11-25,1,21.720000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10724,MEREP,8,1997-10-30,1997-12-11,1997-11-05,2,57.750000000000000000,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10725,FAMIA,4,1997-10-31,1997-11-28,1997-11-05,3,10.830000000000000000,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10726,EASTC,4,1997-11-03,1997-11-17,1997-12-05,1,16.560000000000000000,Eastern Connection,35 King George,London,,WX3 6FW,UK
10727,REGGC,2,1997-11-03,1997-12-01,1997-12-05,1,89.900000000000000000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10728,QUEEN,4,1997-11-04,1997-12-02,1997-11-11,2,58.330000000000000000,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10729,LINOD,8,1997-11-04,1997-12-16,1997-11-14,3,141.060000000000000000,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,BONAP,5,1997-11-05,1997-12-03,1997-11-14,1,20.120000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10731,CHOPS,7,1997-11-06,1997-12-04,1997-11-14,1,96.650000000000000000,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10732,BONAP,3,1997-11-06,1997-12-04,1997-11-07,1,16.970000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10733,BERGS,1,1997-11-07,1997-12-05,1997-11-10,3,110.110000000000000000,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10734,GOURL,2,1997-11-07,1997-12-05,1997-11-12,3,1.630000000000000000,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10735,LETSS,6,1997-11-10,1997-12-08,1997-11-21,2,45.970000000000000000,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10736,HUNGO,9,1997-11-11,1997-12-09,1997-11-21,2,44.100000000000000000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10737,VINET,2,1997-11-11,1997-12-09,1997-11-18,2,7.790000000000000000,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
10738,SPECD,2,1997-11-12,1997-12-10,1997-11-18,1,2.910000000000000000,Spécialités du monde,25 rue Lauriston,Paris,,75016,France
10739,VINET,3,1997-11-12,1997-12-10,1997-11-17,3,11.080000000000000000,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France
10740,WHITC,4,1997-11-13,1997-12-11,1997-11-25,2,81.880000000000000000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10741,AROUT,4,1997-11-14,1997-11-28,1997-11-18,3,10.960000000000000000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10742,BOTTM,3,1997-11-14,1997-12-12,1997-11-18,3,243.730000000000000000,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10743,AROUT,1,1997-11-17,1997-12-15,1997-11-21,2,23.720000000000000000,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,VAFFE,6,1997-11-17,1997-12-15,1997-11-24,1,69.190000000000000000,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10745,QUICK,9,1997-11-18,1997-12-16,1997-11-27,1,3.520000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10746,CHOPS,1,1997-11-19,1997-12-17,1997-11-21,3,31.430000000000000000,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10747,PICCO,6,1997-11-19,1997-12-17,1997-11-26,1,117.330000000000000000,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10748,SAVEA,3,1997-11-20,1997-12-18,1997-11-28,1,232.550000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10749,ISLAT,4,1997-11-20,1997-12-18,1997-12-19,2,61.530000000000000000,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10750,WARTH,9,1997-11-21,1997-12-19,1997-11-24,1,79.300000000000000000,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10751,RICSU,3,1997-11-24,1997-12-22,1997-12-03,3,130.790000000000000000,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10752,NORTS,2,1997-11-24,1997-12-22,1997-11-28,3,1.390000000000000000,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10753,FRANS,3,1997-11-25,1997-12-23,1997-11-27,1,7.700000000000000000,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10754,MAGAA,6,1997-11-25,1997-12-23,1997-11-27,3,2.380000000000000000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10755,BONAP,4,1997-11-26,1997-12-24,1997-11-28,2,16.710000000000000000,Bon app',12 rue des Bouchers,Marseille,,13008,France
10756,SPLIR,8,1997-11-27,1997-12-25,1997-12-02,2,73.210000000000000000,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10757,SAVEA,6,1997-11-27,1997-12-25,1997-12-15,1,8.190000000000000000,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10758,RICSU,3,1997-11-28,1997-12-26,1997-12-04,3,138.170000000000000000,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10759,ANATR,3,1997-11-28,1997-12-26,1997-12-12,3,11.990000000000000000,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10760,MAISD,4,1997-12-01,1997-12-29,1997-12-10,1,155.640000000000000000,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10761,RATTC,5,1997-12-02,1997-12-30,1997-12-08,2,18.660000000000000000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10762,FOLKO,3,1997-12-02,1997-12-30,1997-12-09,1,328.740000000000000000,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10763,FOLIG,3,1997-12-03,1997-12-31,1997-12-08,3,37.350000000000000000,Folies gourmandes,184 chaussée de Tournai,Lille,,59000,France
10764,ERNSH,6,1997-12-03,1997-12-31,1997-12-08,3,145.450000000000000000,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10765,QUICK,3,1997-12-04,1998-01-01,1997-12-09,3,42.740000000000000000,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
